ready_queue_size: 18, ref_start_time: 2088800038043827, ref_stop_time: 2088800068830882, sheduling_overhead: 30787055 ns
ready_queue_size: 1, ref_start_time: 2088806666381573, ref_stop_time: 2088806666591843, sheduling_overhead: 210270 ns
ready_queue_size: 1, ref_start_time: 2088806666863944, ref_stop_time: 2088806667140934, sheduling_overhead: 276990 ns
ready_queue_size: 1, ref_start_time: 2088806672598864, ref_stop_time: 2088806672709264, sheduling_overhead: 110400 ns
ready_queue_size: 1, ref_start_time: 2088806673080665, ref_stop_time: 2088806676540385, sheduling_overhead: 3459720 ns
ready_queue_size: 1, ref_start_time: 2088806676894955, ref_stop_time: 2088806680680416, sheduling_overhead: 3785461 ns
ready_queue_size: 1, ref_start_time: 2088806680845176, ref_stop_time: 2088806680905206, sheduling_overhead: 60030 ns
ready_queue_size: 1, ref_start_time: 2088806680978436, ref_stop_time: 2088806681026346, sheduling_overhead: 47910 ns
ready_queue_size: 1, ref_start_time: 2088806681183906, ref_stop_time: 2088806681966216, sheduling_overhead: 782310 ns
ready_queue_size: 19, ref_start_time: 2088806688714867, ref_stop_time: 2088806702862479, sheduling_overhead: 14147612 ns
ready_queue_size: 1, ref_start_time: 2088806703301589, ref_stop_time: 2088806703508589, sheduling_overhead: 207000 ns
ready_queue_size: 1, ref_start_time: 2088806703785429, ref_stop_time: 2088806703839579, sheduling_overhead: 54150 ns
ready_queue_size: 1, ref_start_time: 2088806703959039, ref_stop_time: 2088806704091640, sheduling_overhead: 132601 ns
ready_queue_size: 1, ref_start_time: 2088806704361040, ref_stop_time: 2088806704454670, sheduling_overhead: 93630 ns
ready_queue_size: 1, ref_start_time: 2088806704648380, ref_stop_time: 2088806704952190, sheduling_overhead: 303810 ns
ready_queue_size: 1, ref_start_time: 2088806705488350, ref_stop_time: 2088806705543160, sheduling_overhead: 54810 ns
ready_queue_size: 1, ref_start_time: 2088806706140250, ref_stop_time: 2088806706194100, sheduling_overhead: 53850 ns
ready_queue_size: 1, ref_start_time: 2088806706829350, ref_stop_time: 2088806706996240, sheduling_overhead: 166890 ns
ready_queue_size: 1, ref_start_time: 2088806707323810, ref_stop_time: 2088806707378350, sheduling_overhead: 54540 ns
ready_queue_size: 1, ref_start_time: 2088806707683930, ref_stop_time: 2088806711434951, sheduling_overhead: 3751021 ns
ready_queue_size: 1, ref_start_time: 2088806711751631, ref_stop_time: 2088806711820691, sheduling_overhead: 69060 ns
ready_queue_size: 1, ref_start_time: 2088806712052291, ref_stop_time: 2088806716427101, sheduling_overhead: 4374810 ns
ready_queue_size: 1, ref_start_time: 2088806716845422, ref_stop_time: 2088806716902302, sheduling_overhead: 56880 ns
ready_queue_size: 1, ref_start_time: 2088806717196482, ref_stop_time: 2088806717733932, sheduling_overhead: 537450 ns
ready_queue_size: 1, ref_start_time: 2088806717944622, ref_stop_time: 2088806718086192, sheduling_overhead: 141570 ns
ready_queue_size: 1, ref_start_time: 2088806718365162, ref_stop_time: 2088806718550052, sheduling_overhead: 184890 ns
ready_queue_size: 1, ref_start_time: 2088806718830912, ref_stop_time: 2088806719186082, sheduling_overhead: 355170 ns
ready_queue_size: 1, ref_start_time: 2088806719293662, ref_stop_time: 2088806719962932, sheduling_overhead: 669270 ns
ready_queue_size: 1, ref_start_time: 2088806720306432, ref_stop_time: 2088806720450822, sheduling_overhead: 144390 ns
ready_queue_size: 1, ref_start_time: 2088806720822492, ref_stop_time: 2088806720859362, sheduling_overhead: 36870 ns
ready_queue_size: 1, ref_start_time: 2088806721415952, ref_stop_time: 2088806721792092, sheduling_overhead: 376140 ns
ready_queue_size: 1, ref_start_time: 2088806722137692, ref_stop_time: 2088806722333472, sheduling_overhead: 195780 ns
ready_queue_size: 1, ref_start_time: 2088806722607702, ref_stop_time: 2088806722659272, sheduling_overhead: 51570 ns
ready_queue_size: 1, ref_start_time: 2088806723426823, ref_stop_time: 2088806723477613, sheduling_overhead: 50790 ns
ready_queue_size: 1, ref_start_time: 2088806723577633, ref_stop_time: 2088806723863803, sheduling_overhead: 286170 ns
ready_queue_size: 1, ref_start_time: 2088806723951553, ref_stop_time: 2088806724151713, sheduling_overhead: 200160 ns
ready_queue_size: 1, ref_start_time: 2088806724244803, ref_stop_time: 2088806724985113, sheduling_overhead: 740310 ns
ready_queue_size: 1, ref_start_time: 2088806728802253, ref_stop_time: 2088806728910404, sheduling_overhead: 108151 ns
ready_queue_size: 1, ref_start_time: 2088806730301894, ref_stop_time: 2088806730584434, sheduling_overhead: 282540 ns
ready_queue_size: 1, ref_start_time: 2088806730707614, ref_stop_time: 2088806730786004, sheduling_overhead: 78390 ns
ready_queue_size: 1, ref_start_time: 2088806730919744, ref_stop_time: 2088806732945314, sheduling_overhead: 2025570 ns
ready_queue_size: 1, ref_start_time: 2088806733460054, ref_stop_time: 2088806733723304, sheduling_overhead: 263250 ns
ready_queue_size: 1, ref_start_time: 2088806733912814, ref_stop_time: 2088806733999454, sheduling_overhead: 86640 ns
ready_queue_size: 4, ref_start_time: 2088806736776705, ref_stop_time: 2088806737844945, sheduling_overhead: 1068240 ns
ready_queue_size: 1, ref_start_time: 2088806738362115, ref_stop_time: 2088806738413175, sheduling_overhead: 51060 ns
ready_queue_size: 1, ref_start_time: 2088806738969615, ref_stop_time: 2088806739022115, sheduling_overhead: 52500 ns
ready_queue_size: 1, ref_start_time: 2088806739337295, ref_stop_time: 2088806739757985, sheduling_overhead: 420690 ns
ready_queue_size: 1, ref_start_time: 2088806739898805, ref_stop_time: 2088806740149815, sheduling_overhead: 251010 ns
ready_queue_size: 1, ref_start_time: 2088806740391735, ref_stop_time: 2088806740551335, sheduling_overhead: 159600 ns
ready_queue_size: 1, ref_start_time: 2088806740719365, ref_stop_time: 2088806740922225, sheduling_overhead: 202860 ns
ready_queue_size: 1, ref_start_time: 2088806741019155, ref_stop_time: 2088806741400546, sheduling_overhead: 381391 ns
ready_queue_size: 1, ref_start_time: 2088806741884626, ref_stop_time: 2088806741991876, sheduling_overhead: 107250 ns
ready_queue_size: 1, ref_start_time: 2088806742321516, ref_stop_time: 2088806749077787, sheduling_overhead: 6756271 ns
ready_queue_size: 1, ref_start_time: 2088806749220347, ref_stop_time: 2088806749447357, sheduling_overhead: 227010 ns
ready_queue_size: 1, ref_start_time: 2088806749528147, ref_stop_time: 2088806750063797, sheduling_overhead: 535650 ns
ready_queue_size: 1, ref_start_time: 2088806750335867, ref_stop_time: 2088806750431357, sheduling_overhead: 95490 ns
ready_queue_size: 1, ref_start_time: 2088806750904127, ref_stop_time: 2088806751207067, sheduling_overhead: 302940 ns
ready_queue_size: 1, ref_start_time: 2088806751293647, ref_stop_time: 2088806751752977, sheduling_overhead: 459330 ns
ready_queue_size: 1, ref_start_time: 2088806756671328, ref_stop_time: 2088806756865818, sheduling_overhead: 194490 ns
ready_queue_size: 1, ref_start_time: 2088806757289928, ref_stop_time: 2088806757340328, sheduling_overhead: 50400 ns
ready_queue_size: 2, ref_start_time: 2088806757962198, ref_stop_time: 2088806758690988, sheduling_overhead: 728790 ns
ready_queue_size: 1, ref_start_time: 2088806758943738, ref_stop_time: 2088806764787019, sheduling_overhead: 5843281 ns
ready_queue_size: 1, ref_start_time: 2088806765197269, ref_stop_time: 2088806765258649, sheduling_overhead: 61380 ns
ready_queue_size: 1, ref_start_time: 2088806765521419, ref_stop_time: 2088806765613609, sheduling_overhead: 92190 ns
ready_queue_size: 1, ref_start_time: 2088806765954379, ref_stop_time: 2088806766097929, sheduling_overhead: 143550 ns
ready_queue_size: 1, ref_start_time: 2088806766482830, ref_stop_time: 2088806767167820, sheduling_overhead: 684990 ns
ready_queue_size: 1, ref_start_time: 2088806767243750, ref_stop_time: 2088806767365730, sheduling_overhead: 121980 ns
ready_queue_size: 1, ref_start_time: 2088806772788891, ref_stop_time: 2088806772872021, sheduling_overhead: 83130 ns
ready_queue_size: 1, ref_start_time: 2088806773093661, ref_stop_time: 2088806773144931, sheduling_overhead: 51270 ns
ready_queue_size: 1, ref_start_time: 2088806773395071, ref_stop_time: 2088806773453571, sheduling_overhead: 58500 ns
ready_queue_size: 1, ref_start_time: 2088806773576781, ref_stop_time: 2088806773713341, sheduling_overhead: 136560 ns
ready_queue_size: 1, ref_start_time: 2088806774035481, ref_stop_time: 2088806774576591, sheduling_overhead: 541110 ns
ready_queue_size: 1, ref_start_time: 2088806775729221, ref_stop_time: 2088806775791771, sheduling_overhead: 62550 ns
ready_queue_size: 1, ref_start_time: 2088806775926531, ref_stop_time: 2088806776103171, sheduling_overhead: 176640 ns
ready_queue_size: 1, ref_start_time: 2088806776382561, ref_stop_time: 2088806780189652, sheduling_overhead: 3807091 ns
ready_queue_size: 20, ref_start_time: 2088806786641813, ref_stop_time: 2088806800549065, sheduling_overhead: 13907252 ns
ready_queue_size: 1, ref_start_time: 2088806801037495, ref_stop_time: 2088806801101785, sheduling_overhead: 64290 ns
ready_queue_size: 1, ref_start_time: 2088806801740515, ref_stop_time: 2088806801937795, sheduling_overhead: 197280 ns
ready_queue_size: 1, ref_start_time: 2088806804545876, ref_stop_time: 2088806804777146, sheduling_overhead: 231270 ns
ready_queue_size: 1, ref_start_time: 2088806805243526, ref_stop_time: 2088806805424396, sheduling_overhead: 180870 ns
ready_queue_size: 1, ref_start_time: 2088806808627496, ref_stop_time: 2088806808698236, sheduling_overhead: 70740 ns
ready_queue_size: 1, ref_start_time: 2088806808828526, ref_stop_time: 2088806808877126, sheduling_overhead: 48600 ns
ready_queue_size: 1, ref_start_time: 2088806808997516, ref_stop_time: 2088806809048516, sheduling_overhead: 51000 ns
ready_queue_size: 1, ref_start_time: 2088806809480396, ref_stop_time: 2088806810295407, sheduling_overhead: 815011 ns
ready_queue_size: 1, ref_start_time: 2088806810542727, ref_stop_time: 2088806810653877, sheduling_overhead: 111150 ns
ready_queue_size: 1, ref_start_time: 2088806816844708, ref_stop_time: 2088806816952018, sheduling_overhead: 107310 ns
ready_queue_size: 1, ref_start_time: 2088806817177348, ref_stop_time: 2088806817235548, sheduling_overhead: 58200 ns
ready_queue_size: 1, ref_start_time: 2088806817445548, ref_stop_time: 2088806817765258, sheduling_overhead: 319710 ns
ready_queue_size: 1, ref_start_time: 2088806818113678, ref_stop_time: 2088806818274118, sheduling_overhead: 160440 ns
ready_queue_size: 1, ref_start_time: 2088806818489848, ref_stop_time: 2088806818692258, sheduling_overhead: 202410 ns
ready_queue_size: 1, ref_start_time: 2088806819198178, ref_stop_time: 2088806824746559, sheduling_overhead: 5548381 ns
ready_queue_size: 1, ref_start_time: 2088806825111899, ref_stop_time: 2088806825297359, sheduling_overhead: 185460 ns
ready_queue_size: 1, ref_start_time: 2088806825559499, ref_stop_time: 2088806825718139, sheduling_overhead: 158640 ns
ready_queue_size: 1, ref_start_time: 2088806826157429, ref_stop_time: 2088806826268939, sheduling_overhead: 111510 ns
ready_queue_size: 2, ref_start_time: 2088806826538249, ref_stop_time: 2088806827048669, sheduling_overhead: 510420 ns
ready_queue_size: 1, ref_start_time: 2088806827358509, ref_stop_time: 2088806827548049, sheduling_overhead: 189540 ns
ready_queue_size: 1, ref_start_time: 2088806832609260, ref_stop_time: 2088806832838730, sheduling_overhead: 229470 ns
ready_queue_size: 20, ref_start_time: 2088806836353111, ref_stop_time: 2088806852600663, sheduling_overhead: 16247552 ns
ready_queue_size: 1, ref_start_time: 2088806853339624, ref_stop_time: 2088806856854364, sheduling_overhead: 3514740 ns
ready_queue_size: 1, ref_start_time: 2088806857367484, ref_stop_time: 2088806857419744, sheduling_overhead: 52260 ns
ready_queue_size: 1, ref_start_time: 2088806857641384, ref_stop_time: 2088806857822554, sheduling_overhead: 181170 ns
ready_queue_size: 1, ref_start_time: 2088806857925124, ref_stop_time: 2088806859535165, sheduling_overhead: 1610041 ns
ready_queue_size: 1, ref_start_time: 2088806859661765, ref_stop_time: 2088806859881305, sheduling_overhead: 219540 ns
ready_queue_size: 1, ref_start_time: 2088806860306015, ref_stop_time: 2088806860357795, sheduling_overhead: 51780 ns
ready_queue_size: 1, ref_start_time: 2088806864600425, ref_stop_time: 2088806864777785, sheduling_overhead: 177360 ns
ready_queue_size: 1, ref_start_time: 2088806868572996, ref_stop_time: 2088806868649046, sheduling_overhead: 76050 ns
ready_queue_size: 1, ref_start_time: 2088806868870176, ref_stop_time: 2088806868921116, sheduling_overhead: 50940 ns
ready_queue_size: 1, ref_start_time: 2088806872515507, ref_stop_time: 2088806873506347, sheduling_overhead: 990840 ns
ready_queue_size: 1, ref_start_time: 2088806876638137, ref_stop_time: 2088806877035397, sheduling_overhead: 397260 ns
ready_queue_size: 1, ref_start_time: 2088806880546508, ref_stop_time: 2088806880983428, sheduling_overhead: 436920 ns
ready_queue_size: 1, ref_start_time: 2088806881485148, ref_stop_time: 2088806881535878, sheduling_overhead: 50730 ns
ready_queue_size: 1, ref_start_time: 2088806884530149, ref_stop_time: 2088806884598879, sheduling_overhead: 68730 ns
ready_queue_size: 1, ref_start_time: 2088806885075639, ref_stop_time: 2088806886642089, sheduling_overhead: 1566450 ns
ready_queue_size: 1, ref_start_time: 2088806887215839, ref_stop_time: 2088806887272269, sheduling_overhead: 56430 ns
ready_queue_size: 1, ref_start_time: 2088806887375919, ref_stop_time: 2088806892546150, sheduling_overhead: 5170231 ns
ready_queue_size: 1, ref_start_time: 2088806892754440, ref_stop_time: 2088806892810090, sheduling_overhead: 55650 ns
ready_queue_size: 1, ref_start_time: 2088806892881490, ref_stop_time: 2088806892929880, sheduling_overhead: 48390 ns
ready_queue_size: 1, ref_start_time: 2088806896549080, ref_stop_time: 2088806896617720, sheduling_overhead: 68640 ns
ready_queue_size: 1, ref_start_time: 2088806896891111, ref_stop_time: 2088806896943011, sheduling_overhead: 51900 ns
ready_queue_size: 1, ref_start_time: 2088806900760841, ref_stop_time: 2088806901197581, sheduling_overhead: 436740 ns
ready_queue_size: 1, ref_start_time: 2088806901510361, ref_stop_time: 2088806901559171, sheduling_overhead: 48810 ns
ready_queue_size: 1, ref_start_time: 2088806901657511, ref_stop_time: 2088806904598832, sheduling_overhead: 2941321 ns
ready_queue_size: 1, ref_start_time: 2088806904970592, ref_stop_time: 2088806908749722, sheduling_overhead: 3779130 ns
ready_queue_size: 1, ref_start_time: 2088806908841492, ref_stop_time: 2088806909063882, sheduling_overhead: 222390 ns
ready_queue_size: 1, ref_start_time: 2088806912930163, ref_stop_time: 2088806912996343, sheduling_overhead: 66180 ns
ready_queue_size: 1, ref_start_time: 2088806913161193, ref_stop_time: 2088806913208293, sheduling_overhead: 47100 ns
ready_queue_size: 1, ref_start_time: 2088806915108223, ref_stop_time: 2088806915165733, sheduling_overhead: 57510 ns
ready_queue_size: 1, ref_start_time: 2088806915313424, ref_stop_time: 2088806915411554, sheduling_overhead: 98130 ns
ready_queue_size: 1, ref_start_time: 2088806920618684, ref_stop_time: 2088806920845784, sheduling_overhead: 227100 ns
ready_queue_size: 1, ref_start_time: 2088806921169034, ref_stop_time: 2088806921218354, sheduling_overhead: 49320 ns
ready_queue_size: 1, ref_start_time: 2088806921302714, ref_stop_time: 2088806921350384, sheduling_overhead: 47670 ns
ready_queue_size: 1, ref_start_time: 2088806924776775, ref_stop_time: 2088806924842205, sheduling_overhead: 65430 ns
ready_queue_size: 1, ref_start_time: 2088806928450336, ref_stop_time: 2088806928588156, sheduling_overhead: 137820 ns
ready_queue_size: 1, ref_start_time: 2088806928665946, ref_stop_time: 2088806928758016, sheduling_overhead: 92070 ns
ready_queue_size: 1, ref_start_time: 2088806928921426, ref_stop_time: 2088806928970656, sheduling_overhead: 49230 ns
ready_queue_size: 1, ref_start_time: 2088806932888206, ref_stop_time: 2088806932980666, sheduling_overhead: 92460 ns
ready_queue_size: 1, ref_start_time: 2088806933135436, ref_stop_time: 2088806933183826, sheduling_overhead: 48390 ns
ready_queue_size: 1, ref_start_time: 2088806933263356, ref_stop_time: 2088806935101907, sheduling_overhead: 1838551 ns
ready_queue_size: 1, ref_start_time: 2088806935499197, ref_stop_time: 2088806940522548, sheduling_overhead: 5023351 ns
ready_queue_size: 1, ref_start_time: 2088806941109768, ref_stop_time: 2088806941163528, sheduling_overhead: 53760 ns
ready_queue_size: 1, ref_start_time: 2088806941230998, ref_stop_time: 2088806941279868, sheduling_overhead: 48870 ns
ready_queue_size: 1, ref_start_time: 2088806942301218, ref_stop_time: 2088806944991498, sheduling_overhead: 2690280 ns
ready_queue_size: 1, ref_start_time: 2088806948590959, ref_stop_time: 2088806948922459, sheduling_overhead: 331500 ns
ready_queue_size: 1, ref_start_time: 2088806952763510, ref_stop_time: 2088806952835270, sheduling_overhead: 71760 ns
ready_queue_size: 1, ref_start_time: 2088806952921130, ref_stop_time: 2088806952971590, sheduling_overhead: 50460 ns
ready_queue_size: 1, ref_start_time: 2088806953124290, ref_stop_time: 2088806955952780, sheduling_overhead: 2828490 ns
ready_queue_size: 1, ref_start_time: 2088806956089310, ref_stop_time: 2088806956190500, sheduling_overhead: 101190 ns
ready_queue_size: 1, ref_start_time: 2088806956274770, ref_stop_time: 2088806960907011, sheduling_overhead: 4632241 ns
ready_queue_size: 1, ref_start_time: 2088806961014531, ref_stop_time: 2088806961067361, sheduling_overhead: 52830 ns
ready_queue_size: 1, ref_start_time: 2088806961239771, ref_stop_time: 2088806961290711, sheduling_overhead: 50940 ns
ready_queue_size: 1, ref_start_time: 2088806961349841, ref_stop_time: 2088806964535841, sheduling_overhead: 3186000 ns
ready_queue_size: 1, ref_start_time: 2088806964659471, ref_stop_time: 2088806965294002, sheduling_overhead: 634531 ns
ready_queue_size: 1, ref_start_time: 2088806968554672, ref_stop_time: 2088806968739442, sheduling_overhead: 184770 ns
ready_queue_size: 1, ref_start_time: 2088806968868022, ref_stop_time: 2088806968919532, sheduling_overhead: 51510 ns
ready_queue_size: 1, ref_start_time: 2088806969879832, ref_stop_time: 2088806969942532, sheduling_overhead: 62700 ns
ready_queue_size: 1, ref_start_time: 2088806970019812, ref_stop_time: 2088806970282372, sheduling_overhead: 262560 ns
ready_queue_size: 1, ref_start_time: 2088806972767033, ref_stop_time: 2088806972929483, sheduling_overhead: 162450 ns
ready_queue_size: 1, ref_start_time: 2088806976541873, ref_stop_time: 2088806980519754, sheduling_overhead: 3977881 ns
ready_queue_size: 1, ref_start_time: 2088806980730384, ref_stop_time: 2088806980783574, sheduling_overhead: 53190 ns
ready_queue_size: 1, ref_start_time: 2088806980882544, ref_stop_time: 2088806981000954, sheduling_overhead: 118410 ns
ready_queue_size: 1, ref_start_time: 2088806983496054, ref_stop_time: 2088806983570904, sheduling_overhead: 74850 ns
ready_queue_size: 1, ref_start_time: 2088806983673325, ref_stop_time: 2088806983771005, sheduling_overhead: 97680 ns
ready_queue_size: 1, ref_start_time: 2088806983861635, ref_stop_time: 2088806983928655, sheduling_overhead: 67020 ns
ready_queue_size: 1, ref_start_time: 2088806988619995, ref_stop_time: 2088806988713595, sheduling_overhead: 93600 ns
ready_queue_size: 1, ref_start_time: 2088806988835725, ref_stop_time: 2088806988903675, sheduling_overhead: 67950 ns
ready_queue_size: 1, ref_start_time: 2088806989079175, ref_stop_time: 2088806989133865, sheduling_overhead: 54690 ns
ready_queue_size: 1, ref_start_time: 2088806992531126, ref_stop_time: 2088806993427346, sheduling_overhead: 896220 ns
ready_queue_size: 20, ref_start_time: 2088806997068927, ref_stop_time: 2088807010607809, sheduling_overhead: 13538882 ns
ready_queue_size: 1, ref_start_time: 2088807015248060, ref_stop_time: 2088807015572240, sheduling_overhead: 324180 ns
ready_queue_size: 1, ref_start_time: 2088807015670790, ref_stop_time: 2088807015722240, sheduling_overhead: 51450 ns
ready_queue_size: 1, ref_start_time: 2088807016041440, ref_stop_time: 2088807016094090, sheduling_overhead: 52650 ns
ready_queue_size: 1, ref_start_time: 2088807016450670, ref_stop_time: 2088807016581770, sheduling_overhead: 131100 ns
ready_queue_size: 1, ref_start_time: 2088807017102870, ref_stop_time: 2088807017214680, sheduling_overhead: 111810 ns
ready_queue_size: 1, ref_start_time: 2088807017675660, ref_stop_time: 2088807017785040, sheduling_overhead: 109380 ns
ready_queue_size: 1, ref_start_time: 2088807018519770, ref_stop_time: 2088807018576620, sheduling_overhead: 56850 ns
ready_queue_size: 1, ref_start_time: 2088807019029020, ref_stop_time: 2088807019216760, sheduling_overhead: 187740 ns
ready_queue_size: 1, ref_start_time: 2088807019519820, ref_stop_time: 2088807019726460, sheduling_overhead: 206640 ns
ready_queue_size: 1, ref_start_time: 2088807019843820, ref_stop_time: 2088807020938401, sheduling_overhead: 1094581 ns
ready_queue_size: 1, ref_start_time: 2088807021378291, ref_stop_time: 2088807021435081, sheduling_overhead: 56790 ns
ready_queue_size: 1, ref_start_time: 2088807021939081, ref_stop_time: 2088807022140861, sheduling_overhead: 201780 ns
ready_queue_size: 2, ref_start_time: 2088807022712211, ref_stop_time: 2088807023417871, sheduling_overhead: 705660 ns
ready_queue_size: 1, ref_start_time: 2088807023837691, ref_stop_time: 2088807023946501, sheduling_overhead: 108810 ns
ready_queue_size: 1, ref_start_time: 2088807025491051, ref_stop_time: 2088807025560711, sheduling_overhead: 69660 ns
ready_queue_size: 1, ref_start_time: 2088807025938021, ref_stop_time: 2088807026135691, sheduling_overhead: 197670 ns
ready_queue_size: 4, ref_start_time: 2088807027093471, ref_stop_time: 2088807028096222, sheduling_overhead: 1002751 ns
ready_queue_size: 1, ref_start_time: 2088807028586212, ref_stop_time: 2088807028941682, sheduling_overhead: 355470 ns
ready_queue_size: 1, ref_start_time: 2088807029183032, ref_stop_time: 2088807029239642, sheduling_overhead: 56610 ns
ready_queue_size: 1, ref_start_time: 2088807029709052, ref_stop_time: 2088807030260032, sheduling_overhead: 550980 ns
ready_queue_size: 1, ref_start_time: 2088807030716692, ref_stop_time: 2088807030917002, sheduling_overhead: 200310 ns
ready_queue_size: 1, ref_start_time: 2088807031276162, ref_stop_time: 2088807031384582, sheduling_overhead: 108420 ns
ready_queue_size: 1, ref_start_time: 2088807031623502, ref_stop_time: 2088807031998682, sheduling_overhead: 375180 ns
ready_queue_size: 1, ref_start_time: 2088807032165662, ref_stop_time: 2088807032274652, sheduling_overhead: 108990 ns
ready_queue_size: 2, ref_start_time: 2088807032584672, ref_stop_time: 2088807033385313, sheduling_overhead: 800641 ns
ready_queue_size: 1, ref_start_time: 2088807033654863, ref_stop_time: 2088807033896993, sheduling_overhead: 242130 ns
ready_queue_size: 1, ref_start_time: 2088807034234613, ref_stop_time: 2088807034905353, sheduling_overhead: 670740 ns
ready_queue_size: 1, ref_start_time: 2088807035238923, ref_stop_time: 2088807035596043, sheduling_overhead: 357120 ns
ready_queue_size: 1, ref_start_time: 2088807035854703, ref_stop_time: 2088807036459353, sheduling_overhead: 604650 ns
ready_queue_size: 5, ref_start_time: 2088807037251953, ref_stop_time: 2088807038888453, sheduling_overhead: 1636500 ns
ready_queue_size: 1, ref_start_time: 2088807039372143, ref_stop_time: 2088807039478463, sheduling_overhead: 106320 ns
ready_queue_size: 1, ref_start_time: 2088807039709014, ref_stop_time: 2088807039825174, sheduling_overhead: 116160 ns
ready_queue_size: 1, ref_start_time: 2088807040059384, ref_stop_time: 2088807040740534, sheduling_overhead: 681150 ns
ready_queue_size: 1, ref_start_time: 2088807042129204, ref_stop_time: 2088807042408054, sheduling_overhead: 278850 ns
ready_queue_size: 1, ref_start_time: 2088807042782334, ref_stop_time: 2088807042888984, sheduling_overhead: 106650 ns
ready_queue_size: 1, ref_start_time: 2088807046961725, ref_stop_time: 2088807047166445, sheduling_overhead: 204720 ns
ready_queue_size: 1, ref_start_time: 2088807047254645, ref_stop_time: 2088807047377855, sheduling_overhead: 123210 ns
ready_queue_size: 2, ref_start_time: 2088807048242785, ref_stop_time: 2088807048644125, sheduling_overhead: 401340 ns
ready_queue_size: 1, ref_start_time: 2088807049061935, ref_stop_time: 2088807049243975, sheduling_overhead: 182040 ns
ready_queue_size: 1, ref_start_time: 2088807049584115, ref_stop_time: 2088807049814245, sheduling_overhead: 230130 ns
ready_queue_size: 20, ref_start_time: 2088807058211787, ref_stop_time: 2088807074244749, sheduling_overhead: 16032962 ns
ready_queue_size: 1, ref_start_time: 2088807074735789, ref_stop_time: 2088807075207629, sheduling_overhead: 471840 ns
ready_queue_size: 1, ref_start_time: 2088807075576539, ref_stop_time: 2088807075916409, sheduling_overhead: 339870 ns
ready_queue_size: 1, ref_start_time: 2088807076317989, ref_stop_time: 2088807076422749, sheduling_overhead: 104760 ns
ready_queue_size: 1, ref_start_time: 2088807076882170, ref_stop_time: 2088807077081520, sheduling_overhead: 199350 ns
ready_queue_size: 1, ref_start_time: 2088807077237400, ref_stop_time: 2088807077427480, sheduling_overhead: 190080 ns
ready_queue_size: 1, ref_start_time: 2088807077588340, ref_stop_time: 2088807078044580, sheduling_overhead: 456240 ns
ready_queue_size: 1, ref_start_time: 2088807078246000, ref_stop_time: 2088807078696090, sheduling_overhead: 450090 ns
ready_queue_size: 1, ref_start_time: 2088807079242270, ref_stop_time: 2088807079421250, sheduling_overhead: 178980 ns
ready_queue_size: 1, ref_start_time: 2088807080016870, ref_stop_time: 2088807080343630, sheduling_overhead: 326760 ns
ready_queue_size: 1, ref_start_time: 2088807080954820, ref_stop_time: 2088807080992590, sheduling_overhead: 37770 ns
ready_queue_size: 1, ref_start_time: 2088807081303420, ref_stop_time: 2088807081503040, sheduling_overhead: 199620 ns
ready_queue_size: 2, ref_start_time: 2088807082119060, ref_stop_time: 2088807082777560, sheduling_overhead: 658500 ns
ready_queue_size: 1, ref_start_time: 2088807083514691, ref_stop_time: 2088807084065161, sheduling_overhead: 550470 ns
ready_queue_size: 1, ref_start_time: 2088807088943041, ref_stop_time: 2088807089253511, sheduling_overhead: 310470 ns
ready_queue_size: 2, ref_start_time: 2088807089516552, ref_stop_time: 2088807090106592, sheduling_overhead: 590040 ns
ready_queue_size: 1, ref_start_time: 2088807090369152, ref_stop_time: 2088807090502742, sheduling_overhead: 133590 ns
ready_queue_size: 1, ref_start_time: 2088807091000922, ref_stop_time: 2088807091287482, sheduling_overhead: 286560 ns
ready_queue_size: 1, ref_start_time: 2088807091710002, ref_stop_time: 2088807096624033, sheduling_overhead: 4914031 ns
ready_queue_size: 1, ref_start_time: 2088807097157523, ref_stop_time: 2088807097664583, sheduling_overhead: 507060 ns
ready_queue_size: 1, ref_start_time: 2088807097902753, ref_stop_time: 2088807098280573, sheduling_overhead: 377820 ns
ready_queue_size: 1, ref_start_time: 2088807099014493, ref_stop_time: 2088807099085653, sheduling_overhead: 71160 ns
ready_queue_size: 1, ref_start_time: 2088807099493143, ref_stop_time: 2088807099600993, sheduling_overhead: 107850 ns
ready_queue_size: 1, ref_start_time: 2088807099875433, ref_stop_time: 2088807099932463, sheduling_overhead: 57030 ns
ready_queue_size: 1, ref_start_time: 2088807100682193, ref_stop_time: 2088807103045774, sheduling_overhead: 2363581 ns
ready_queue_size: 1, ref_start_time: 2088807103241614, ref_stop_time: 2088807103698664, sheduling_overhead: 457050 ns
ready_queue_size: 1, ref_start_time: 2088807104620834, ref_stop_time: 2088807105061744, sheduling_overhead: 440910 ns
ready_queue_size: 1, ref_start_time: 2088807105286894, ref_stop_time: 2088807105717244, sheduling_overhead: 430350 ns
ready_queue_size: 1, ref_start_time: 2088807105969154, ref_stop_time: 2088807106074814, sheduling_overhead: 105660 ns
ready_queue_size: 1, ref_start_time: 2088807109067915, ref_stop_time: 2088807109226825, sheduling_overhead: 158910 ns
ready_queue_size: 1, ref_start_time: 2088807109874285, ref_stop_time: 2088807111286475, sheduling_overhead: 1412190 ns
ready_queue_size: 1, ref_start_time: 2088807111659915, ref_stop_time: 2088807111856805, sheduling_overhead: 196890 ns
